lParent;lType;lBy;lDate;lLogid;lOwnerid
GC7ED;Found it;youperboy;2008-05-05;43947221;G1282504
GC7ED;Found it;trekmiss;2008-05-05;43946376;G602407
GC7ED;Found it;VerrueckteFrau;2008-05-05;43944785;G1260031
GC7ED;Found it;Skinnergus;2008-05-04;43963335;G1533109
GC7ED;Found it;kd7fqv;2008-05-04;43867970;G345887
GC7ED;Found it;RufferThanYou;2008-04-30;43541503;G1030451
GC7ED;Found it;Jessica and Larry;2008-04-25;43494893;G135905
GC7ED;Found it;pete2552;2008-04-22;43265088;G275083
GC7ED;Found it;chalkdusty;2008-04-19;42809825;G425666
GC7ED;Found it;DumLuck;2008-04-19;42809177;G1246300
GC7ED;Found it;BilLow;2008-04-18;42725771;G953870
GC7ED;Found it;lawrencetribe;2008-04-15;42596792;G958063
GC7ED;Found it;JonesCrew;2008-04-12;43264632;G539258
GC7ED;Found it;46Vertrep;2008-04-12;42517900;G628105
GC7ED;Found it;BakenKids;2008-04-12;42514397;G1423602
GC7ED;Found it;Team Twizz;2008-04-08;42148249;G292191
GC7ED;Write note;jingleheimers;2008-03-31;41642486;G425409
GC7ED;Found it;YellowBird77;2008-03-29;41456080;G748205
GC7ED;Found it;WallyGroup;2008-03-28;41377769;G716323
GC7ED;Found it;MikeB3542;2008-03-28;41376919;G628961
GC7ED;Found it;hoppe2findyou;2008-03-25;41375788;G223939
GC7ED;Found it;Lego Crew;2008-03-22;40978275;G1015144
GC7ED;Found it;yarr_beefcake;2008-03-22;40936273;G989006
GC7ED;Found it;thebuddhaman;2008-03-17;40837955;G500682
GC7ED;Found it;Mrs.Buddhaman;2008-03-17;40837219;G1022316
GC7ED;Found it;dragon6;2008-03-15;40542795;G552271
GC7ED;Found it;LDSMACS;2008-03-12;40427263;G858834
GC7ED;Found it;searay16;2008-03-12;40420645;G861887
GC7ED;Found it;hermione;2008-03-11;40381346;G25695
GC7ED;Found it;Jimmy System;2008-03-01;39855854;G928538
GC7ED;Found it;GEO*Trailblazer 1;2008-02-22;39413103;G68114
GC7ED;Found it;cldisme;2008-02-17;39221549;G338337
GC7ED;Found it;Angie&Dee;2008-02-16;39091827;G1004652
GC7ED;Found it;CoileGeoRaiders;2008-02-10;38897793;G1102783
GC7ED;Found it;KY Hiker;2008-01-27;38472889;G133887
GC7ED;Found it;nolefan9399;2008-01-20;38123207;G35893
GC7ED;Found it;-DB;2008-01-16;37796067;G159650
GC7ED;Found it;Stellarczar;2008-01-15;39271902;G494589
GC7ED;Found it;braveheart814;2008-01-15;37768784;G912226
GC7ED;Found it;JeepXguy;2008-01-07;37433940;G642001
GC7ED;Found it;SoccerPapa;2008-01-07;37421881;G640397
GC7ED;Found it;gump291;2008-01-03;37253787;G468295
GC7ED;Found it;Deut31-8;2008-01-03;37215195;G362115
GC7ED;Found it;blackjeep1989;2007-12-29;36918232;G692270
GC7ED;Found it;cuallycatx;2007-12-28;37817856;G751524
GC7ED;Found it;clemsonbeav;2007-12-28;37047156;G388157
GC7ED;Found it;UncleJimbo;2007-12-28;37004229;G1218843
GC7ED;Found it;Markogeosharko;2007-12-27;37157063;G1197914
GC7ED;Found it;Eagle1977;2007-12-24;36708898;G730154
GC7ED;Found it;spiderray;2007-12-24;36706608;G1259419
GC7ED;Found it;ringer23;2007-12-17;36509946;G538346
GC7ED;Found it;CGBosn;2007-12-12;36338169;G1016803
GC7ED;Found it;TwoTruckers;2007-11-19;35593296;G378909
GC7ED;Found it;flip/flop girlz;2007-11-13;35395389;G494930
GC7ED;Found it;LaddieBoy;2007-11-11;35276765;G878081
GC7ED;Found it;Solo Traveler;2007-11-09;36604628;G590184
GC7ED;Found it;edquest;2007-11-09;35630958;G1349119
GC7ED;Write note;MSwahoo & the Cache Hound Posse;2007-11-09;35160251;G249232
GC7ED;Found it;MSwahoo & the Cache Hound Posse;2007-11-07;35102270;G249232
GC7ED;Found it;koneko;2007-11-06;35124994;G72476
GC7ED;Found it;CYBret;2007-11-06;35096853;G39219
GC7ED;Found it;MTboy;2007-11-05;35114425;G109049
GC7ED;Found it;emandel;2007-11-04;35003204;G544348
GC7ED;Found it;thelems;2007-11-03;35079481;G643232
GC7ED;Found it;redhedmary;2007-10-29;34719382;G412561
GC7ED;Found it;Gram&Gramps;2007-10-26;34526005;G173667
GC7ED;Found it;Hiety;2007-10-25;34504303;G750143
GC7ED;Found it;Freightdawg;2007-10-25;34488061;G146846
GC7ED;Found it;xeviel;2007-10-22;34396717;G660133
GC7ED;Found it;Lumpy & the Butternuts;2007-10-20;34293096;G737846
GC7ED;Found it;Mad Fiddler;2007-10-20;34269693;G951578
GC7ED;Found it;kredep;2007-10-19;34405315;G1023333
GC7ED;Found it;Sonorion;2007-10-18;34205461;G284863
GC7ED;Found it;geobanff;2007-10-15;34084873;G283843
GC7ED;Found it;Panhandler;2007-10-09;34163198;G295898
GC7ED;Found it;DcCow;2007-10-09;33791318;G330562
GC7ED;Found it;OxSling;2007-10-02;34163033;G421545
GC7ED;Found it;DocW;2007-10-01;33416119;G78565
GC7ED;Found it;jklGoDuke;2007-09-29;39091534;G224041
GC7ED;Found it;Go_Blue;2007-09-27;33203488;G831913
GC7ED;Found it;earhhh;2007-09-27;33201646;G415412
GC7ED;Found it;oviedoscott;2007-09-24;33108330;G839346
GC7ED;Found it;Team GeoBeagle;2007-09-19;32849122;G1110426
GC7ED;Found it;chevyguy01;2007-09-19;32836432;G1190456
GC7ED;Found it;natesdeal;2007-09-19;32833063;G1095718
GC7ED;Found it;cacheqwest;2007-09-19;32832864;G1144674
GC7ED;Found it;nbkk7i3;2007-09-19;32832715;G568048
GC7ED;Found it;Brew;2007-09-16;32718255;G303294
GC7ED;Found it;Team Honeybunnies;2007-09-14;32824203;G363019
GC7ED;Found it;sonsofthunder;2007-09-09;32427259;G817213
GC7ED;Found it;leonards 100;2007-09-08;32315758;G1255960
GC7ED;Found it;TopoDog;2007-09-04;32332941;G1191384
GC7ED;Found it;Edisto Patto;2007-09-04;32199052;G744358
GC7ED;Found it;MoHillbilly;2007-09-01;32157513;G156893
GC7ED;Found it;Jack & Ret The Challengers;2007-09-01;32110375;G298415
GC7ED;Found it;Gatorgal;2007-08-31;32082386;G147814
GC7ED;Found it;Johnny Cache & the Cache Crusaders;2007-08-23;31573922;G320661
GC7ED;Found it;flyingmoose;2007-08-22;31507072;G329132
GC7ED;Found it;Creek Crossing Coots;2007-08-18;31456080;G195095
GC7ED;Found it;Cycle Ken;2007-08-11;31022417;G502248
GC7ED;Found it;Crazy4Moose;2007-08-11;31021697;G935764
GC7ED;Found it;thetavs;2007-08-10;31082012;G597725
GC7ED;Found it;akpatty;2007-08-10;31038335;G495216
GC7ED;Found it;groundsquirrel & chunky chipmunk;2007-08-08;31090932;G84164
GC7ED;Found it;ThePolarBear;2007-08-06;30862702;G576377
GC7ED;Found it;Team Special K;2007-08-05;31363010;G465113
GC7ED;Found it;Li'l AL;2007-08-05;30854691;G192504
GC7ED;Found it;SherpaRon;2007-08-05;30732528;G171860
GC7ED;Found it;defenestrator;2007-08-05;30640739;G149070
GC7ED;Found it;tiki-4;2007-08-03;30553761;G202075
GC7ED;Found it;Geokashers;2007-08-01;30478792;G1119002
GC7ED;Found it;JeeperDad;2007-07-31;30681443;G55469
GC7ED;Found it;MBRacqueteers;2007-07-28;30387277;G764764
GC7ED;Found it;MizzooCacher;2007-07-26;30541793;G1017512
GC7ED;Found it;markus9;2007-07-26;30210945;G474218
GC7ED;Write note;Kd9sr;2007-07-26;30169404;G1023304
GC7ED;Found it;Team GCHound;2007-07-24;30089499;G798891
GC7ED;Found it;ahdorabell;2007-07-23;30428649;G724710
GC7ED;Found it;KinQue;2007-07-23;30393152;G726488
GC7ED;Found it;Mannard;2007-07-23;30060768;G714331
GC7ED;Didn't find it;N9PPA;2007-07-22;30067794;G425523
GC7ED;Found it;lostbutseek'n;2007-07-21;30317642;G849752
GC7ED;Found it;boomer3!;2007-07-20;29864048;G937811
GC7ED;Found it;Photobug6570;2007-07-20;29841750;G420057
GC7ED;Found it;cubsrule;2007-07-16;29690028;G1164590
GC7ED;Found it;JEJWEKS;2007-07-15;30207242;G62149
GC7ED;Found it;seymorechase;2007-07-13;29859153;G337531
GC7ED;Found it;Knights of Nee;2007-07-11;29452997;G474832
GC7ED;Found it;sraburne;2007-07-08;29322997;G939491
GC7ED;Found it;Spring1;2007-07-03;29121971;G600496
GC7ED;Found it;Team TaLKeR;2007-07-02;29029439;G740949
GC7ED;Found it;peachtree55;2007-06-27;28791032;G404997
GC7ED;Found it;Doctor J.;2007-06-23;28607963;G207385
GC7ED;Didn't find it;the hiking viking;2007-06-22;30817055;G44637
GC7ED;Found it;jnj1319;2007-06-22;29975168;G1142547
GC7ED;Found it;Nighthawk43;2007-06-22;28660913;G1002704
GC7ED;Found it;The Quicksters;2007-06-21;28833145;G534925
GC7ED;Found it;The Waysiders;2007-06-21;28527161;G744406
GC7ED;Found it;Sweena;2007-06-13;28239823;G517236
GC7ED;Found it;ovomalcombs;2007-06-12;28149169;G895526
GC7ED;Found it;4Adventurers;2007-06-06;28005950;G760657
GC7ED;Found it;Weimcache;2007-06-02;27928219;G281158
GC7ED;Found it;67nova;2007-05-30;27597110;G998124
GC7ED;Found it;ufskenney;2007-05-29;27550680;G290947
GC7ED;Found it;cyklone;2007-05-29;27549300;G249377
GC7ED;Found it;wandat24;2007-05-28;27859778;G337474
GC7ED;Found it;Doodle24/7;2007-05-25;37180656;G1407672
GC7ED;Found it;BBM&J;2007-05-25;27483345;G143752
GC7ED;Write note;Wheelers of Fortune;2007-05-24;28974375;G438986
GC7ED;Found it;Wheelers of Fortune;2007-05-24;27256300;G438986
GC7ED;Write note;Kimenm;2007-05-08;26635601;G930071
GC7ED;Found it;puzzle player;2007-04-26;26630965;G338003
GC7ED;Found it;stardancer;2007-04-26;26344520;G332354
GC7ED;Write note;yawetag;2007-04-18;30335583;G1003256
GC7ED;Found it;Geo_Johnson;2007-04-18;25740755;G1056968
GC7ED;Found it;yawetag;2007-04-18;25735797;G1003256
GC7ED;Found it;Harley's Pack;2007-04-11;25439984;G141047
GC7ED;Found it;FSU*Noles;2007-04-06;25320367;G84985
GC7ED;Found it;Flooder;2007-04-06;25318877;G346139
GC7ED;Found it;CT Tootin' Ts;2007-04-06;25274324;G404556
GC7ED;Found it;mnvoyageurs;2007-04-03;25211635;G321554
GC7ED;Found it;Aurora Spirit;2007-04-01;25481573;G436668
GC7ED;Found it;The Swamp "4";2007-04-01;25401569;G279703
GC7ED;Found it;rocket4765;2007-04-01;25157275;G372402
GC7ED;Found it;catastrophy27;2007-04-01;25116052;G394591
GC7ED;Found it;Deputy Dog 13;2007-04-01;25002274;G481653
GC7ED;Found it;CMHS_Science;2007-03-31;25027846;G355942
GC7ED;Found it;mr. bloodhound;2007-03-30;25197411;G106228
GC7ED;Write note;hedge777;2007-03-26;24721452;G691688
GC7ED;Found it;Nuwati;2007-03-23;25033926;G114877
GC7ED;Found it;OzGuff;2007-03-23;24757178;G155595
GC7ED;Found it;rottenbelly;2007-03-22;24619005;G965726
GC7ED;Found it;cds231;2007-03-22;24546248;G645750
GC7ED;Found it;Metes&Bounds;2007-03-13;24350179;G836078
GC7ED;Found it;Postpile;2007-03-13;24255560;G315398
GC7ED;Found it;cantuland;2007-03-11;24473653;G374365
GC7ED;Found it;Johnny Spirit;2007-03-09;25136388;G918606
GC7ED;Found it;dingleberry;2007-02-26;23776775;G151927
GC7ED;Found it;jongoff76;2007-02-20;23593569;G705173
GC7ED;Found it;MacNeil;2007-02-19;23594822;G976788
GC7ED;Found it;mnkyfarmer;2007-02-17;40278258;G1510389
GC7ED;Found it;pjgibb;2007-02-17;23714177;G968441
GC7ED;Found it;FunnyFarmers;2007-02-17;23449072;G987682
GC7ED;Found it;kelseya;2007-01-29;27549466;G252627
GC7ED;Found it;PrivateerEn96;2007-01-26;23078466;G270643
GC7ED;Found it;sshyatt;2007-01-17;22613373;G395963
GC7ED;Found it;LuckyCloverTeam;2007-01-01;22063862;G938301
GC7ED;Found it;hop a long gang;2006-12-31;22091286;G674346
GC7ED;Found it;eagle scout nate;2006-12-31;22089619;G861258
GC7ED;Found it;Webelos;2006-12-29;22045992;G406058
GC7ED;Found it;mohofam06;2006-12-29;21945885;G929177
GC7ED;Found it;screwball01;2006-12-23;21720145;G661761
GC7ED;Found it;Lamce;2006-12-20;21661255;G476970
GC7ED;Found it;Team DLADL;2006-12-20;21654375;G407553
GC7ED;Found it;oboegary & delaware hiker;2006-12-02;21248035;G319419
GC7ED;Found it;dcrep;2006-11-18;20824407;G738649
GC7ED;Found it;Wheelinb;2006-11-12;20711992;G861923
GC7ED;Found it;LisaS;2006-11-10;20647914;G243228
GC7ED;Found it;Barefoot;2006-11-10;20647623;G153062
GC7ED;Found it;jallr gang;2006-11-10;20638147;G200591
GC7ED;Write note;zuma!;2006-11-03;20585801;G232945
GC7ED;Write note;Bill222E;2006-10-30;21062082;G83534
GC7ED;Found it;Egnix;2006-10-30;20384744;G68458
GC7ED;Found it;Bill222E;2006-10-30;20379109;G83534
GC7ED;Found it;returner;2006-10-29;20341353;G265950
GC7ED;Found it;EarningHearts;2006-10-27;20274445;G716916
GC7ED;Found it;savage16;2006-10-22;20151621;G208264
GC7ED;Found it;DeltaMikeAlpha;2006-10-20;20169655;G550107
GC7ED;Found it;airsax;2006-10-20;20066150;G437640
GC7ED;Found it;Leianthanum;2006-10-16;19999078;G804188
GC7ED;Found it;rwclady;2006-10-12;19972394;G578646
GC7ED;Found it;warnera;2006-10-09;19951101;G79201
GC7ED;Found it;A Salty Dog;2006-10-06;19705198;G361669
GC7ED;Found it;mikellord;2006-10-03;19715425;G311385
GC7ED;Found it;TeamTimmer;2006-10-02;19555113;G609336
GC7ED;Found it;mmcginnis;2006-09-30;19602041;G837634
GC7ED;Didn't find it;k2-dawg;2006-09-25;19411493;G384209
GC7ED;Found it;Racer57;2006-09-25;19393499;G179403
GC7ED;Found it;Team FujiFool;2006-09-11;18956918;G790278
GC7ED;Found it;sugarsadventures;2006-09-10;18887417;G699170
GC7ED;Write note;wandat24;2006-09-05;18751676;G337474
GC7ED;Found it;cc8c4;2006-08-31;18550955;G358092
GC7ED;Found it;ProfessorZoom;2006-08-30;18530667;G754405
GC7ED;Found it;The Seven G's;2006-08-28;18511900;G329682
GC7ED;Found it;niagara;2006-08-27;18444759;G135326
GC7ED;Found it;DragonsEar;2006-08-23;18335970;G346385
GC7ED;Found it;kenn47;2006-08-22;18289336;G317557
GC7ED;Found it;RWeHereYet?;2006-08-19;18499967;G109240
GC7ED;Found it;sellsclan;2006-08-16;18136873;G464828
GC7ED;Found it;tskyrocket;2006-08-14;18150126;G310561
GC7ED;Found it;khdahl;2006-08-08;18027347;G675068
GC7ED;Found it;Sparky1960;2006-08-07;18057624;G443515
GC7ED;Found it;Team Zinger;2006-08-06;17787797;G192185
GC7ED;Found it;pondscum72;2006-08-01;17664375;G487691
GC7ED;Found it;scruff100;2006-07-31;17604885;G428941
GC7ED;Found it;chloemeister;2006-07-29;17488715;G762914
GC7ED;Found it;Team Old Geezers;2006-07-23;17471539;G395859
GC7ED;Found it;3 Snoops;2006-07-23;17470293;G420444
GC7ED;Found it;breezyhill cachers;2006-07-23;17425156;G472339
GC7ED;Found it;cyberkids;2006-07-17;17258431;G298138
GC7ED;Found it;Fairmount 5;2006-07-16;17243224;G262249
GC7ED;Found it;lost-in-woods?;2006-07-16;17153987;G546217
GC7ED;Found it;CHART;2006-07-15;17110256;G21559
GC7ED;Found it;Sighthounds;2006-07-15;17105699;G608504
GC7ED;Found it;road warriors;2006-07-13;17084603;G265986
GC7ED;Found it;Clan RunningBison;2006-07-09;16919003;G297068
GC7ED;Found it;bensomewhere;2006-07-08;17003320;G306403
GC7ED;Found it;Kin9sPanK;2006-07-07;16987995;G83789
GC7ED;Found it;The Lone Ranger and Tontos;2006-07-03;28862570;G394737
GC7ED;Found it;GPSeekers;2006-07-03;25739900;G153243
GC7ED;Found it;IndyLocator;2006-07-02;16781507;G329837
GC7ED;Write note;green & gold;2006-07-02;16716698;G152772
GC7ED;Found it;Frog Princess;2006-06-28;27813761;G344753
GC7ED;Found it;Greenweeks;2006-06-28;16626412;G181672
GC7ED;Found it;Sam I am Green Egg and Ham;2006-06-20;16862870;G723761
GC7ED;Found it;jimbill;2006-06-20;16796965;G613492
GC7ED;Found it;soonercacherT;2006-06-17;16515547;G178286
GC7ED;Found it;Sooner LATer;2006-06-17;16383287;G178116
GC7ED;Found it;emilyd;2006-06-15;22628343;G528373
GC7ED;Found it;Faery_G;2006-06-12;16206937;G681575
GC7ED;Found it;152Driver;2006-06-12;16194544;G635354
GC7ED;Found it;GONE TO THE DOGS;2006-06-10;16183077;G243724
GC7ED;Found it;Tollybrew;2006-06-10;16106047;G182236
GC7ED;Found it;hammer98;2006-05-30;31384030;G1238465
GC7ED;Found it;lefty95;2006-05-30;30886427;G1224920
GC7ED;Found it;BeBop99;2006-05-30;21277971;G905706
GC7ED;Found it;Team Goz;2006-05-30;15860641;G523946
GC7ED;Found it;ShadowHawk;2006-05-30;15850201;G7204
GC7ED;Found it;Rock-6;2006-05-27;15730625;G364412
GC7ED;Found it;JETLAGeocachers;2006-05-26;15867145;G413755
GC7ED;Write note;mottobedis;2006-05-25;15917427;G673245
GC7ED;Found it;GeoPowers;2006-05-19;15487840;G491159
GC7ED;Found it;AZKiteflyers;2006-04-26;14859724;G225016
GC7ED;Found it;CacheDetectives;2006-04-26;14857285;G122487
GC7ED;Write note;IsqubaAndNawty;2006-04-26;14856316;G73574
GC7ED;Found it;UOTrackers;2006-04-24;14814172;G527271
GC7ED;Found it;Tarcas;2006-04-21;14711509;G568574
GC7ED;Found it;FireScout;2006-04-04;14232056;G48339
GC7ED;Found it;stlbarb;2006-03-31;14170420;G178534
GC7ED;Found it;#1 Earnhardt Fan;2006-03-30;14898866;G305636
GC7ED;Found it;SS MINI;2006-03-30;14058755;G538026
GC7ED;Write note;Team Dogs;2006-03-26;14059504;G555870
GC7ED;Found it;Team Dogs;2006-03-26;14059430;G555870
GC7ED;Found it;Beffums;2006-03-12;13663060;G410053
GC7ED;Found it;japtkd;2006-03-12;13662737;G404557
GC7ED;Found it;berryzang;2006-03-08;13515762;G62074
GC7ED;Found it;rjn;2006-02-26;13301910;G496927
GC7ED;Write note;Hachie_Hounds;2006-02-20;13200606;G101114
GC7ED;Found it;JC_Geo;2006-02-04;12838005;G448150
GC7ED;Found it;ajayhawkfan;2006-01-26;12665253;G244955
GC7ED;Found it;Nederbelg;2006-01-18;12530485;G497647
GC7ED;Found it;Tuck's Treasure;2006-01-13;12429765;G392899
GC7ED;Found it;Tuck Sackett;2006-01-13;12429160;G145194
GC7ED;Found it;Angydee;2006-01-12;14664468;G614532
GC7ED;Found it;sassydil;2006-01-12;12421481;G436178
GC7ED;Found it;GUNZ91;2006-01-11;12401151;G192165
GC7ED;Found it;THE CAT;2006-01-07;12267477;G127933
GC7ED;Found it;Ladybug STL;2006-01-07;12258635;G440510
GC7ED;Didn't find it;FallenFaery & Special Ed;2005-12-31;12187384;G83753
GC7ED;Found it;bobandjoe;2005-12-31;12143756;G465539
GC7ED;Didn't find it;Special Ed & FallenFaery;2005-12-31;12143084;G68044
GC7ED;Found it;GeoCoop;2005-12-27;12617071;G290388
GC7ED;Found it;JohnnyCacheAz;2005-12-27;12031092;G144415
GC7ED;Found it;Geo Aladin;2005-12-27;12015965;G321572
GC7ED;Found it;tajaam;2005-12-27;12015329;G288194
GC7ED;Found it;kiddylan;2005-12-24;11949869;G233850
GC7ED;Found it;Gubbielarson;2005-12-24;11947823;G233807
GC7ED;Found it;MaxB on the River;2005-12-22;11921302;G132455
GC7ED;Found it;mmeese;2005-12-16;11869247;G285335
GC7ED;Found it;OzarksJim;2005-12-14;11891565;G232437
GC7ED;Found it;jingleheimers;2005-11-11;11318300;G425409
GC7ED;Found it;TeamArgo;2005-10-31;11476913;G90079
GC7ED;Found it;Team Troglodyte;2005-10-14;10801640;G37459
GC7ED;Found it;Daring Duo;2005-10-12;10890203;G270918
GC7ED;Found it;NotNutts;2005-10-08;10690763;G197822
GC7ED;Found it;Tomebug;2005-10-07;10765998;G15816
GC7ED;Found it;steveandmarne;2005-10-01;10592953;G71742
GC7ED;Found it;Andy'n'Linda;2005-09-24;10506460;G263450
GC7ED;Found it;DivaDesDawg;2005-09-20;22715272;G948343
GC7ED;Found it;Follow_the_Sun;2005-09-20;22712920;G105132
GC7ED;Found it;THE_SMITHERS;2005-09-15;10365096;G272978
GC7ED;Found it;baloo&bd;2005-09-11;10245959;G112813
GC7ED;Found it;go grandma go and somebody's got to driv;2005-09-04;10120742;G291370
GC7ED;Found it;Tweety & Mickey;2005-09-04;10079647;G273749
GC7ED;Didn't find it;farbrent;2005-08-29;10143077;G302923
GC7ED;Didn't find it;FloatingSpots;2005-08-29;10020989;G301888
GC7ED;Found it;astrojr1&GGGal;2005-08-28;15761362;G84133
GC7ED;Found it;Mercer;2005-08-20;9843522;G94061
GC7ED;Found it;Kerstin76;2005-08-20;9795702;G349343
GC7ED;Write note;familyfrog;2005-08-02;14593665;G415152
GC7ED;Found it;The BradyBunch - no Alice;2005-08-02;9439478;G419594
GC7ED;Found it;familyfrog;2005-08-02;9438663;G415152
GC7ED;Found it;SpongeBob CachePants;2005-08-01;9429008;G333826
GC7ED;Found it;dyl1231;2005-07-22;9302524;G119201
GC7ED;Found it;reete;2005-07-22;9274317;G51892
GC7ED;Found it;Teach2Learn;2005-07-22;9268264;G141457
GC7ED;Found it;rickrich;2005-07-22;9234573;G82192
GC7ED;Found it;seekers of cache;2005-07-21;9200982;G403548
GC7ED;Found it;Beadwrkr;2005-07-21;9193788;G271650
GC7ED;Found it;swampdinos;2005-07-16;9227748;G349522
GC7ED;Found it;MDn3As;2005-07-16;9143709;G146167
GC7ED;Write note;SquirrelGPS;2005-07-13;9150580;G126415
GC7ED;Found it;pippin98;2005-07-07;22460209;G451316
GC7ED;Found it;bitbrain;2005-07-07;8939755;G56853
GC7ED;Found it;Squirrel21309;2005-07-03;23808241;G252424
GC7ED;Found it;Phantom 491;2005-07-03;23795774;G201873
GC7ED;Found it;texasgal89;2005-07-02;9065427;G247963
GC7ED;Found it;royalpaynes;2005-07-02;8825744;G92260
GC7ED;Write note;BAJA Clan;2005-06-29;8779977;G159350
GC7ED;Found it;mads;2005-06-28;8868278;G350135
GC7ED;Found it;Walker Family;2005-06-22;8747750;G336753
GC7ED;Write note;SandVB;2005-06-19;8706823;G210552
GC7ED;Found it;Walter's Extended Family;2005-06-12;8506047;G254966
GC7ED;Found it;pengyou;2005-06-12;8497688;G207073
GC7ED;Found it;thedivineE;2005-06-10;8546515;G393895
GC7ED;Found it;Pathfinder & Snoopy;2005-06-05;8378280;G104478
GC7ED;Found it;teamross74;2005-06-03;8383803;G310760
GC7ED;Found it;medicman166;2005-06-02;8322025;G167476
GC7ED;Found it;Tim, Pam & Molly;2005-06-02;8309978;G19059
GC7ED;Found it;Caches-Clay;2005-05-27;8200311;G203877
GC7ED;Found it;BugTracer;2005-05-26;8237540;G149568
GC7ED;Found it;wewon31;2005-05-25;8144799;G361034
GC7ED;Found it;Wabash Cannonballs;2005-05-20;8075237;G276867
GC7ED;Write note;Team Scooby-n-Scrappy;2005-05-09;8476932;G247073
GC7ED;Found it;Carroll4;2005-04-30;7721374;G374359
GC7ED;Found it;schmooder;2005-04-25;7695094;G52240
GC7ED;Found it;portdawg;2005-04-25;7659556;G272836
GC7ED;Found it;worldtraveler;2005-04-22;7654733;G25675
GC7ED;Found it;kidCraZy;2005-04-18;7566914;G7130
GC7ED;Found it;JBGeo;2005-04-12;7440102;G105292
GC7ED;Found it;TheMadChef;2005-04-12;7435146;G354187
GC7ED;Found it;bpct;2005-04-02;7282188;G266940
GC7ED;Found it;The GeoZingers;2005-03-26;7172844;G16808
GC7ED;Found it;green & gold;2005-03-26;7166339;G152772
GC7ED;Found it;T&J;2005-03-26;7161790;G90851
GC7ED;Found it;Team Samoyed;2005-03-22;7079535;G252278
GC7ED;Found it;agentjen;2005-03-13;6949445;G326512
GC7ED;Found it;Xitor;2005-03-05;7171517;G209877
GC7ED;Found it;clyde the glide;2005-02-28;6891270;G238071
GC7ED;Found it;stl$hunter;2005-02-21;6690816;G303718
GC7ED;Found it;skdela;2005-02-17;6633489;G17141
GC7ED;Found it;JFoster;2005-02-01;6436645;G274769
GC7ED;Found it;rockey_f_squirrell;2005-01-28;6378756;G302870
GC7ED;Found it;FACT Finding Family Four;2005-01-09;6202658;G157390
GC7ED;Found it;Team Rana;2005-01-09;6201091;G280455
GC7ED;Found it;ColeSlaw;2005-01-07;6161265;G320091
GC7ED;Found it;JanS03;2005-01-07;6157027;G73036
