lParent;lType;lBy;lDate;lLogid;lOwnerid
GC7ED;Found it;neogeosearchteam;2004-03-29;3426141;G210947
GC7ED;Write note;dajayhawk;2004-03-27;3300850;G51092
GC7ED;Found it;I_Wear_Square_Pants;2004-03-25;3244383;G111707
GC7ED;Found it;payakoi;2004-03-22;3225522;G94859
GC7ED;Found it;bldebabe;2004-03-19;3237275;G25320
GC7ED;Found it;August Code;2004-03-19;3219054;G48589
GC7ED;Found it;Gulick kids;2004-03-18;3218571;G91706
GC7ED;Found it;talks funny;2004-03-18;3181830;G101178
GC7ED;Found it;COOL MERC;2004-03-18;3177798;G148395
GC7ED;Found it;Kamikazi;2004-03-08;3104285;G150264
GC7ED;Found it;ozark4;2004-02-07;2895296;G4808
GC7ED;Found it;BAJA Clan;2004-01-22;2794254;G159350
GC7ED;Found it;SWAseeker;2004-01-12;2741363;G174644
GC7ED;Found it;Happykraut;2004-01-09;2715368;G100925
GC7ED;Found it;Smitherington;2004-01-03;2687527;G66948
GC7ED;Found it;wild1180;2003-12-29;2633400;G184889
GC7ED;Found it;funhunters;2003-12-28;2667680;G165374
GC7ED;Found it;GeoDudeGPS;2003-12-22;2586262;G163507
GC7ED;Found it;lazylightning;2003-12-22;2585543;G110668
GC7ED;Found it;Johnnie Stalkers;2003-12-16;2562757;G161023
GC7ED;Found it;raintree;2003-12-01;2512922;G168934
GC7ED;Found it;konopapw;2003-11-28;2478265;G19497
GC7ED;Found it;Jaberjah;2003-11-20;2543010;G45893
GC7ED;Found it;Mean Gene;2003-11-04;2355152;G7108
GC7ED;Found it;Geo Jim;2003-10-27;2310309;G119633
GC7ED;Found it;Coralgeo;2003-09-23;2121112;G5633
GC7ED;Found it;Tiggr;2003-09-13;2150087;G74137
GC7ED;Found it;Believer;2003-09-11;2043156;G75157
GC7ED;Found it;dasein;2003-09-10;2040585;G55970
GC7ED;Found it;Team MZFD;2003-09-06;2039347;G28749
GC7ED;Found it;Jebinator;2003-09-06;2028939;G22598
GC7ED;Found it;Monetta55;2003-08-31;2002450;G55952
GC7ED;Found it;baltimore bill & knitting ellen;2003-08-23;1931183;G33964
GC7ED;Found it;Beast of Traal;2003-08-19;1950019;G40037
GC7ED;Found it;lauta;2003-08-18;1982283;G77732
GC7ED;Found it;cachelifters;2003-07-26;2010051;G107096
GC7ED;Found it;UNIBear;2003-07-15;1722850;G51262
GC7ED;Found it;goshhawk;2003-07-15;1709906;G45784
GC7ED;Found it;Strider;2003-07-13;1696525;G3258
GC7ED;Found it;L&C;2003-07-11;1742275;G16914
GC7ED;Found it;J&BLogan;2003-07-08;1768480;G70941
GC7ED;Found it;davidlxxx;2003-06-29;1621472;G72893
GC7ED;Found it;Cigar_Fiend;2003-06-24;1612028;G97729
GC7ED;Found it;Bobada;2003-06-23;1614164;G116043
GC7ED;Found it;arpclock;2003-06-16;1573201;G89687
GC7ED;Found it;TBBuck;2003-06-16;1558254;G124367
GC7ED;Found it;GB-Cacher;2003-06-04;1502106;G83899
GC7ED;Found it;daggy;2003-06-01;1504260;G24556
GC7ED;Found it;Deermark;2003-06-01;1498033;G12918
GC7ED;Found it;coldhardcachers;2003-05-29;1495662;G57365
GC7ED;Found it;CycleTrader;2003-05-27;1462406;G115061
GC7ED;Found it;Rangertrek;2003-05-19;1445743;G4544
GC7ED;Found it;Dave P;2003-05-15;1420892;G5144
GC7ED;Found it;Mauler6;2003-05-14;1406692;G101149
GC7ED;Found it;TattoodGuy;2003-04-26;1322994;G2393
GC7ED;Found it;wildblue;2003-04-17;1267789;G79985
GC7ED;Found it;busch and oly;2003-04-05;1213329;G106510
GC7ED;Found it;Team Gootz;2003-03-30;1198188;G62505
GC7ED;Found it;GAAK;2003-03-29;1186103;G93926
GC7ED;Write note;Southpaw;2003-03-28;1210372;G26978
GC7ED;Write note;Southpaw;2003-03-26;1210252;G26978
GC7ED;Found it;bsmalley;2003-03-10;1100940;G64326
GC7ED;Found it;Rabid Bunny;2003-03-06;1099718;G67184
GC7ED;Found it;GeoTruckin;2003-03-01;1064289;G99092
GC7ED;Found it;Finster;2003-02-28;1061236;G8146
GC7ED;Found it;GeoCathy;2003-01-26;954651;G99461
GC7ED;Found it;Sniper1;2003-01-26;954600;G16995
GC7ED;Found it;Show-Me Kohns;2003-01-12;1014114;G63408
GC7ED;Found it;Le-roy;2002-12-30;856222;G88360
GC7ED;Found it;fishbellies;2002-12-27;841627;G44550
GC7ED;Found it;Team Investigators;2002-12-01;789866;G10121
GC7ED;Found it;Cachefan;2002-11-20;762556;G57873
GC7ED;Found it;k0neo;2002-11-14;747453;G65360
GC7ED;Found it;pizzachef;2002-11-09;732953;G24128
GC7ED;Found it;kimbyj;2002-10-08;679358;G10119
GC7ED;Write note;Team Investigators;2002-10-08;657916;G10121
GC7ED;Found it;MuseCachers;2002-09-01;580954;G62954
GC7ED;Found it;nikkihamrick;2002-08-30;565412;G68440
GC7ED;Found it;inspectorgadget;2002-08-11;531640;G50522
GC7ED;Found it;ANFOU;2002-08-09;517243;G8536
GC7ED;Found it;Man In The Wild;2002-07-30;494481;G10055
GC7ED;Found it;NanC;2002-07-30;489808;G61608
GC7ED;Found it;reddrose;2002-07-27;480299;G57021
GC7ED;Found it;Ladybuggers!;2002-07-14;457025;G10878
GC7ED;Found it;K-TEAM;2002-06-13;393019;G30060
GC7ED;Found it;pa;2002-05-22;352053;G46700
GC7ED;Found it;curtispeggy;2002-05-13;337087;G11715
GC7ED;Found it;robertlipe;2002-04-19;302871;G32733
GC7ED;Found it;MrB;2002-04-17;293350;G23348
GC7ED;Found it;Tagalong;2002-04-16;293178;G44728
GC7ED;Found it;Peasinapod;2002-02-14;196137;G21367
GC7ED;Found it;DLiming;2001-12-16;131856;G9601
GC7ED;Found it;BruceS;2001-11-10;105723;G20322
GC7ED;Found it;alang7010;2001-10-14;98683;G24489
GC7ED;Found it;Yawningdog;2001-10-13;86667;G10341
GC7ED;Found it;Thraxman;2001-10-13;86660;G16631
GC7ED;Found it;mo_trecker;2001-10-07;81794;G12053
GC7ED;Found it;oneball;2001-10-01;79239;G17553
GC7ED;Found it;myotis;2001-09-30;77952;G11234
GC7ED;Found it;The Cinci Cachers;2001-08-22;53583;G17221
GC7ED;Found it;Show Me the Cache;2001-08-14;47522;G10575
GC7ED;Found it;hikerbob;2001-08-06;42104;G11205
GC7ED;Found it;Wsmith;2001-07-30;38583;G9094
GC7ED;Found it;Don&Betty;2001-07-27;38199;G10184
GC7ED;Found it;dand36;2001-05-25;14643;G2335
GC7ED;Found it;denali;2001-05-12;12232;G3893
GC7ED;Found it;wtmrn;2001-05-02;10847;G5194
GC7ED;Found it;AndiM;2001-05-02;10833;G6886
GCD197;Found it;TheHappyHopper;2008-05-31;46033120;G1400939
GCD197;Found it;PowerWurst;2008-05-31;45655798;G1391615
GCD197;Found it;Fuzzy B;2008-05-05;43919054;G281148
GCD197;Found it;StLBluesBrother;2008-05-03;43746435;G924720
GCD197;Found it;alleneddig;2008-04-20;43120547;G995790
GCD197;Found it;peto_geo;2008-04-13;42391188;G20509
GCD197;Found it;njenney;2008-04-06;42155933;G1116826
GCD197;Found it;EliCache;2008-03-16;40632867;G1469215
GCD197;Found it;flying andy;2008-02-14;39031204;G1283784
GCD197;Found it;MyhtyMyke;2008-01-27;38275361;G219919
GCD197;Found it;yawetag;2008-01-26;38334440;G1003256
GCD197;Found it;mcterry;2008-01-26;38192822;G1444941
GCD197;Found it;lobocs;2008-01-26;38190234;G920838
GCD197;Found it;matthedude;2008-01-21;38112716;G1386565
GCD197;Found it;Bannal;2007-12-30;37065643;G920836
GCD197;Found it;plpwalker;2007-12-29;37075994;G948009
GCD197;Found it;FrodoB;2007-12-26;36804784;G210927
GCD197;Found it;JP Billy;2007-12-10;36306069;G534115
GCD197;Found it;snow_rules;2007-11-29;35984038;G2089
GCD197;Found it;Wheelinb;2007-11-22;35683938;G861923
GCD197;Write note;yarr_beefcake;2007-11-21;35653142;G989006
GCD197;Didn't find it;TopoDog;2007-11-17;35527484;G1191384
GCD197;Didn't find it;DumLuck;2007-11-14;35405457;G1246300
GCD197;Found it;Geoweo;2007-11-10;35270441;G471840
GCD197;Found it;Graybeard7;2007-11-05;35035354;G810142
GCD197;Found it;ivstix;2007-09-26;33237240;G283125
GCD197;Found it;Deut31-8;2007-09-26;33166194;G362115
GCD197;Found it;CDL Hunters;2007-09-02;32020505;G1125658
GCD197;Found it;Ztraveller;2007-08-30;31873750;G288740
GCD197;Found it;K-TEAM;2007-08-18;31283416;G30060
GCD197;Found it;bad-company;2007-08-16;31196361;G1199927
GCD197;Found it;Puglet1;2007-07-22;29964597;G541651
GCD197;Found it;Lamce;2007-07-22;29963900;G476970
GCD197;Found it;L Frank;2007-07-19;29823925;G1017538
GCD197;Found it;CHAOS!;2007-07-07;29257987;G457693
GCD197;Found it;dcrep;2007-07-02;29026776;G738649
GCD197;Found it;battleskunk;2007-06-22;29654783;G91164
GCD197;Found it;PennyB;2007-06-22;28545413;G894508
GCD197;Found it;CacheRcheck;2007-06-22;28544616;G90721
GCD197;Found it;alphawalker;2007-06-15;28260029;G171581
GCD197;Write note;CribbageWitch;2007-05-05;26608054;G956939
GCD197;Found it;Hobbit Taz;2007-05-05;26486396;G933682
GCD197;Found it;CribbageWitch;2007-05-05;26469672;G956939
GCD197;Found it;puzzle player;2007-04-26;26629432;G338003
GCD197;Found it;stardancer;2007-04-26;26345070;G332354
GCD197;Found it;mandlrin;2007-03-24;24666150;G919530
GCD197;Found it;Angie&Dee;2007-03-17;24428899;G1004652
GCD197;Found it;djmorris426;2007-03-17;24370008;G468920
GCD197;Found it;Alashandra;2007-03-11;24374205;G1011677
GCD197;Found it;Team Ambiguous;2007-03-11;24221286;G321134
GCD197;Found it;Thystle;2007-03-11;24169907;G95262
GCD197;Found it;yarr_beefcake;2007-02-25;23737236;G989006
GCD197;Found it;humanaquarian;2007-02-06;23169901;G544573
GCD197;Found it;HappySam;2007-01-20;22721635;G960633
GCD197;Found it;bgrimme;2007-01-05;23014422;G878522
GCD197;Found it;cds231;2007-01-05;22206444;G645750
GCD197;Found it;jept;2007-01-02;22108912;G846861
GCD197;Found it;rbandmb;2006-12-31;22106718;G742881
GCD197;Write note;JohnTee;2006-12-27;25422847;G529257
GCD197;Found it;JohnTee;2006-12-27;21854861;G529257
GCD197;Found it;jymrv96;2006-12-21;21669677;G203390
GCD197;Found it;labtech2;2006-11-28;21175604;G742838
GCD197;Found it;JC_Geo;2006-11-09;20616565;G448150
GCD197;Found it;memory_machine;2006-10-27;20268121;G518020
GCD197;Found it;miss mudslide;2006-10-14;20747108;G343308
GCD197;Found it;9er Bears;2006-10-14;20695718;G339998
GCD197;Found it;cartoboy123;2006-10-09;19766873;G698087
GCD197;Didn't find it;MarkFred2002;2006-09-05;18738558;G814443
GCD197;Found it;Old-Dog;2006-08-05;17690901;G737613
GCD197;Found it;Waldoz;2006-08-02;17657351;G742662
GCD197;Found it;lost-in-woods?;2006-07-17;17184663;G546217
GCD197;Didn't find it;Old-Dog;2006-07-15;17086948;G737613
GCD197;Found it;drsjcummins;2006-07-02;16762817;G687272
GCD197;Found it;champ6025;2006-07-02;16714635;G692486
GCD197;Found it;trashcann;2006-07-01;17077988;G46234
GCD197;Found it;Faery_G;2006-06-29;16632609;G681575
GCD197;Needs Maintenance;*gln;2006-06-18;16342366;G4552
GCD197;Didn't find it;cartoboy123;2006-06-17;16291778;G698087
GCD197;Found it;dadoo2;2006-06-09;16075688;G398158
GCD197;Found it;Team Hart&Ford;2006-05-27;15672548;G608724
GCD197;Found it;Canoe Two;2006-05-27;15670351;G178371
GCD197;Didn't find it;JonesCrew;2006-04-26;14852139;G539258
GCD197;Found it;rixart;2006-04-14;14506588;G181472
GCD197;Found it;bondospark;2006-04-09;14418597;G641853
GCD197;Found it;woodchipinc;2006-04-05;14220267;G498391
GCD197;Found it;spongebob14;2006-03-19;13786282;G478546
GCD197;Found it;ibew ret;2006-03-15;13678932;G319683
GCD197;Found it;Snowman754;2006-02-28;13349528;G408745
GCD197;Found it;McIncache;2006-02-22;13204033;G570535
GCD197;Found it;Bloodhoundz;2006-02-18;13108577;G565382
GCD197;Found it;4littlesearchers;2006-02-06;12895742;G547720
GCD197;Found it;2wheeljunkie;2006-01-22;12629282;G324643
GCD197;Found it;seerauber;2006-01-08;12291327;G535786
GCD197;Found it;goldenboys;2006-01-07;12258539;G406809
GCD197;Found it;The Shamrockers;2005-12-31;12109862;G319998
GCD197;Found it;elindhorst;2005-12-29;12076716;G533070
GCD197;Found it;kiddylan;2005-12-25;11964085;G233850
GCD197;Found it;Gubbielarson;2005-12-25;11963509;G233807
GCD197;Found it;Wayword;2005-12-18;11882017;G520951
GCD197;Found it;Gerhardus;2005-12-12;11813415;G418856
GCD197;Found it;sluh07;2005-11-27;11614570;G496248
GCD197;Found it;jstahlhuth;2005-11-12;11442586;G495616
GCD197;Found it;music alfresco;2005-11-12;11335469;G353584
GCD197;Found it;InfantryNCO;2005-11-06;11249626;G367059
GCD197;Found it;glomer;2005-10-22;10946224;G447016
GCD197;Found it;pmed;2005-10-20;10916264;G276437
GCD197;Found it;thunder_monk;2005-09-20;10418399;G36840
GCD197;Found it;bongo&tokey;2005-09-19;10375771;G420092
GCD197;Found it;lancelot;2005-09-18;10346702;G40358
GCD197;Found it;MBTD;2005-09-11;10237799;G265556
GCD197;Found it;Utapao72;2005-08-28;9958518;G173367
GCD197;Found it;mophoneman and Bird;2005-08-20;9793516;G401494
GCD197;Found it;Beadwrkr;2005-07-22;9207934;G271650
GCD197;Write note;masscityfinn;2005-07-01;8806568;G282790
GCD197;Write note;masscityfinn;2005-06-28;8806595;G282790
GCD197;Didn't find it;kiddylan;2005-06-18;8604566;G233850
GCD197;Didn't find it;Gubbielarson;2005-06-18;8589191;G233807
GCD197;Found it;MMaxfield;2005-06-12;8501925;G396939
GCD197;Found it;flatkatz;2005-06-10;8452230;G349821
GCD197;Found it;Pika Wants Cake;2005-06-10;8452058;G356972
GCD197;Found it;TheMadChef;2005-06-02;8313646;G354187
GCD197;Found it;Rocfish;2005-05-17;8035550;G231103
GCD197;Found it;Geo13;2005-05-06;7910998;G34889
GCD197;Found it;mustache cache;2005-05-06;7887019;G82372
GCD197;Found it;IncrediBerds;2005-04-30;7721856;G365750
GCD197;Found it;Know Future;2005-03-29;7192328;G120999
GCD197;Didn't find it;NEWCASTLE;2005-03-25;7178434;G324007
GCD197;Found it;Crowesfeat30;2005-03-09;6889711;G271377
GCD197;Found it;mmeese;2005-03-06;6850061;G285335
GCD197;Found it;1paw;2005-03-05;6869237;G347751
GCD197;Found it;Jc4199;2005-02-27;6759231;G99385
GCD197;Found it;dollar bill;2005-02-22;6694935;G219645
GCD197;Found it;Gas Passer;2005-02-19;6647953;G306587
GCD197;Found it;earth b & terra fox;2005-02-18;6631560;G287448
GCD197;Found it;Team Wandering;2005-02-12;6727602;G48084
GCD197;Found it;botzu;2004-12-30;6097306;G141850
GCD197;Found it;k_pr;2004-12-30;6044892;G319175
GCD197;Didn't find it;trapper66;2004-10-27;5441926;G288752
GCD197;Found it;NickLaRose;2004-10-10;8926598;G404074
GCD197;Found it;Clash767;2004-08-23;4790362;G265494
GCD197;Found it;BlueBeadMan;2004-07-20;4393434;G199792
GCD197;Found it;Pen-mawr;2004-06-28;4150709;G244284
GCD197;Didn't find it;Pen-mawr;2004-06-25;4111536;G244284
GCD197;Found it;schmism;2004-05-24;3834764;G234871
GCD197;Found it;jwoolley;2004-05-24;3818923;G234642
GCD197;Found it;BAJA Clan;2004-05-16;3737129;G159350
GCD197;Didn't find it;Pharaoh's Man & EagleEye;2004-05-02;3619582;G139903
GCD197;Found it;IKanFindIt!;2004-04-04;3377894;G67756
GCD197;Found it;GBFind;2004-04-04;3356740;G69225
GCD197;Found it;mamalu;2004-03-26;3248557;G153551
GCD197;Found it;JT;2004-03-22;3252290;G133022
GCD197;Found it;towlebooth;2004-03-22;3235478;G55353
GCD197;Found it;Marsha and Silent Bob;2004-03-22;3230953;G130675
GCD197;Found it;Moe the Sleaze;2004-03-22;3230885;G90644
GCD197;Found it;HellFish;2004-03-17;3173779;G191960
GCD197;Found it;Soldiers of Fortune;2004-03-07;3099256;G34356
GCD197;Found it;Barramus;2004-03-07;3094533;G18110
GCD197;Found it;dmeese;2004-03-07;3086997;G56045
GCD197;Found it;Catz Meow;2004-03-01;3050527;G176887
GCD197;Found it;Molecular Michele;2004-02-14;2920165;G157539
GCD197;Found it;Sniffy;2004-02-14;2919447;G166759
GCD197;Found it;Tim, Pam & Molly;2004-01-24;2812345;G19059
GCD197;Found it;myotis;2004-01-24;2804372;G11234
GCD197;Found it;SWAseeker;2004-01-12;2741265;G174644
GCD197;Didn't find it;earth-dinar;2004-01-03;2676875;G173677
GCD197;Found it;funhunters;2003-12-30;2668292;G165374
GCD197;Found it;I_Wear_Square_Pants;2003-12-29;2632222;G111707
GCD197;Found it;Sweary4;2003-12-25;4347690;G254465
GCD197;Found it;kmh22;2003-12-25;4258506;G244258
GCD197;Found it;Three_of_Us;2003-12-25;2595559;G141092
GCD197;Found it;Dreicat;2003-12-21;2576885;G99737
GCD197;Found it;COOL MERC;2003-12-01;2506570;G148395
GCD197;Found it;BWAT;2003-10-16;2385254;G96893
GCD197;Found it;Happykraut;2003-10-16;2245645;G100925
GCD197;Found it;Brawny Bear;2003-10-16;2242975;G84328
GCD197;Write note;Yutty;2003-08-29;1960813;G55454
GCD197;Found it;A & W;2003-08-15;1892451;G100600
GCD197;Write note;babydollred;2003-08-13;1873057;G138744
GCD197;Found it;Scout65;2003-08-01;1807039;G52707
GCD197;Found it;Island-Dave;2003-07-30;1793666;G29420
GCD197;Found it;babydollred;2003-07-13;1699617;G138744
GCD197;Write note;Yutty;2003-07-13;1695269;G55454
GCD197;Found it;rogbarn;2003-07-12;1691598;G53052
GCD197;Found it;Yutty;2003-06-26;1605919;G55454
GCD197;Found it;daggy;2003-06-01;1504317;G24556
GCD197;Found it;Deermark;2003-06-01;1498135;G12918
GCD197;Found it;podman;2003-05-31;1476834;G123505
GCD197;Found it;coldhardcachers;2003-05-28;1490715;G57365
GCD197;Didn't find it;NanC;2003-05-26;1471726;G61608
GCD197;Didn't find it;reddrose;2003-05-26;1455490;G57021
GCD197;Found it;ESRI2;2003-05-26;1452923;G126027
GCD197;Found it;Curas;2003-05-14;1402278;G122431
GCD197;Found it;GPSee;2003-05-11;1386682;G71719
GCD197;Found it;CycleTrader;2003-05-06;1363494;G115061
GCD197;Found it;Rick17;2003-04-27;1323625;G105354
GCD197;Found it;j9anctil;2003-04-20;1286152;G92096
GCD197;Found it;GB-Cacher;2003-04-19;1281252;G83899
GCD197;Found it;dogda;2003-04-05;1208535;G88058
GCD197;Found it;Geo Jim;2003-03-30;1376494;G119633
GCD197;Found it;robertlipe;2003-03-25;1164266;G32733
GCD197;Found it;Kendi;2003-03-24;1159559;G110999
GCD197;Found it;Sniper1;2003-03-24;1157960;G16995
GCD197;Didn't find it;Kendi;2003-03-23;1151517;G110999
GCD197;Found it;cwoper;2003-03-17;1130228;G97685
GCD197;Found it;Nature Nerd and Dagwood;2003-03-11;1103402;G95691
GCD197;Found it;talks funny;2003-03-04;1076618;G101178
GCD197;Found it;Sullivan Bob;2003-03-03;1074412;G96576
GCD197;Found it;ErieRich;2003-02-28;1058912;G78878
GCD197;Found it;happycycler;2003-02-23;1045112;G80148
GCD197;Found it;JanS03;2003-02-23;1044171;G73036
GCD197;Found it;cachethenation;2003-02-21;1036738;G100048
GCD197;Found it;bogo;2003-02-21;1036058;G29510
GCD197;Found it;goshhawk;2003-02-20;1034186;G45784
GCD197;Found it;roelsch;2003-02-15;1018993;G29948
GCD197;Found it;Mean Gene;2003-02-15;1016466;G7108
GCD197;Found it;RGS;2003-02-15;1014569;G27639
GCD197;Found it;davidlxxx;2003-02-15;1014138;G72893
GCD197;Found it;konopapw;2003-02-13;1011127;G19497
GCD197;Found it;BOWSER;2003-02-13;1010682;G31180
GCD197;Found it;BruceS;2003-02-12;1009500;G20322
GCD197;Found it;Le-roy;2003-02-11;1007116;G88360
GCD197;Found it;fishbellies;2003-02-11;1006888;G44550
GCD197;Found it;pa;2003-02-09;1001938;G46700
GCD197;Found it;*gln;2003-02-09;1000915;G4552
GCD197;Found it;JoA;2003-02-09;1000701;G6593
GCD197;Found it;hikerbob;2003-02-09;998896;G11205
GCD197;Found it;Strider;2003-02-09;998354;G3258
GCHFFM;Found it;The Coats;2008-06-09;46271090;G1128218
GCHFFM;Found it;dressedm;2008-06-09;46217405;G898344
GCHFFM;Found it;yimpa;2008-06-06;46054162;G1664611
GCHFFM;Found it;DQ2;2008-06-05;45978915;G328178
GCHFFM;Found it;cepierce;2008-06-03;45940111;G1663044
GCHFFM;Found it;sconnolly;2008-06-01;45790654;G1586333
GCHFFM;Found it;anj_d;2008-05-27;45430585;G999123
GCHFFM;Found it;jag44;2008-05-23;45055195;G347171
GCHFFM;Found it;wyzgyz5;2008-05-19;45434892;G1095107
GCHFFM;Found it;sfcchaz;2008-05-13;44474096;G1025025
GCHFFM;Found it;Beebegun;2008-05-13;44466798;G1508026
GCHFFM;Found it;jlepanto;2008-05-04;43847704;G1327003
GCHFFM;Didn't find it;The_Kristofs;2008-05-04;43834224;G1437164
GCHFFM;Found it;teklin;2008-05-01;43603316;G504780
GCHFFM;Found it;Fuzzy B;2008-04-28;43420390;G281148
GCHFFM;Found it;46Vertrep;2008-04-13;42496046;G628105
GCHFFM;Needs Maintenance;CribbageWitch;2008-04-06;41921889;G956939
GCHFFM;Found it;Hobbit Taz;2008-04-05;41922472;G933682
GCHFFM;Found it;CribbageWitch;2008-04-05;41921808;G956939
GCHFFM;Found it;medic161;2008-03-29;41742383;G504628
GCHFFM;Found it;LeffertsFamily;2008-03-29;41640408;G483417
GCHFFM;Found it;RadioactiveGrl;2008-03-29;41640380;G874702
GCHFFM;Found it;fzlandm;2008-03-20;40835411;G1434099
GCHFFM;Found it;Lady Sleuth;2008-03-15;40546907;G1339936
GCHFFM;Found it;wrenchbender;2008-02-16;39129422;G467119
GCHFFM;Found it;Lt.Levi;2008-02-15;39058382;G280689
GCHFFM;Found it;Ablayz;2008-02-13;39017557;G1456213
GCHFFM;Found it;the_hugos;2008-02-09;38803387;G1418327
GCHFFM;Found it;onkelart;2008-01-09;37487250;G1187922
GCHFFM;Found it;chevyguy01;2008-01-05;37292799;G1190456
GCHFFM;Found it;iangela;2008-01-05;37277230;G912305
GCHFFM;Found it;curee;2007-12-31;37019518;G1198940
GCHFFM;Found it;kurteckelman;2007-12-30;36985811;G685899
GCHFFM;Found it;VAEaglesFan;2007-12-01;36038446;G1235890
GCHFFM;Found it;claytonsorensen;2007-11-24;35757441;G1328496
GCHFFM;Found it;navinman;2007-11-10;35252392;G153797
GCHFFM;Found it;yawetag;2007-11-03;34911015;G1003256
GCHFFM;Found it;lobocs;2007-11-03;34904027;G920838
GCHFFM;Found it;ibew ret;2007-10-31;34804654;G319683
GCHFFM;Found it;napoleon&debb;2007-10-28;34668750;G954689
GCHFFM;Found it;beladi1;2007-10-28;34667116;G1080795
GCHFFM;Found it;O'Steen;2007-10-20;34236114;G1306659
GCHFFM;Found it;RnK2000;2007-10-16;34111605;G1231733
GCHFFM;Found it;FyrWyf;2007-10-06;33801117;G950418
GCHFFM;Found it;meshasbb;2007-09-30;33350800;G1275364
GCHFFM;Found it;midnighttang;2007-09-23;33002027;G1183332
GCHFFM;Found it;Box Score Geek;2007-09-20;32868340;G259287
GCHFFM;Found it;bearbearbrae;2007-09-16;32694871;G1151098
GCHFFM;Found it;hot2trot2;2007-09-16;32693345;G1130626
GCHFFM;Found it;Vinpride;2007-09-11;32490058;G985648
GCHFFM;Found it;gina2007;2007-09-03;32122868;G957029
GCHFFM;Didn't find it;makalaunaa;2007-09-03;32109087;G1217575
GCHFFM;Found it;korstad;2007-09-02;32039518;G1189253
GCHFFM;Found it;Texican Space Cowboy;2007-09-01;32039638;G770186
GCHFFM;Found it;racer2814;2007-09-01;32036969;G744677
GCHFFM;Found it;triplecnp_cachers;2007-08-12;31013525;G1183293
GCHFFM;Found it;corey_reimer;2007-07-21;29899240;G1159150
GCHFFM;Found it;Plantdoctor;2007-07-09;29400310;G836520
GCHFFM;Found it;AKEMT;2007-06-28;28824546;G596735
GCHFFM;Found it;red raider 15;2007-06-27;28786538;G968178
GCHFFM;Found it;NotLostYet;2007-06-25;28704997;G233284
GCHFFM;Found it;sabrie;2007-06-24;28671429;G690292
GCHFFM;Found it;L Frank;2007-06-23;28603144;G1017538
GCHFFM;Found it;Herkflyer;2007-06-19;28487916;G1077102
GCHFFM;Write note;VT9A5CC;2007-06-11;28125520;G232822
GCHFFM;Needs Maintenance;Apie;2007-06-08;27934250;G1070387
GCHFFM;Needs Maintenance;Weimcache;2007-06-07;27929580;G281158
GCHFFM;Found it;Apie;2007-06-06;27934196;G1070387
GCHFFM;Found it;Weimcache;2007-06-06;27929559;G281158
GCHFFM;Found it;Hartzell Pirates;2007-05-28;27463826;G150410
GCHFFM;Didn't find it;iangela;2007-05-26;27318051;G912305
GCHFFM;Found it;rydberg79;2007-05-19;27131811;G688729
GCHFFM;Found it;GreenCachers;2007-05-19;27004975;G204740
GCHFFM;Found it;drdoer;2007-04-30;26275935;G491507
GCHFFM;Found it;JC_Geo;2007-04-20;25783455;G448150
GCHFFM;Found it;Marpeg;2007-04-05;25190445;G882546
GCHFFM;Found it;Jersey Tigers;2007-03-27;24825165;G857371
GCHFFM;Found it;MT&MD;2007-03-13;24250119;G819083
GCHFFM;Found it;viszladad;2007-03-12;24220152;G698796
GCHFFM;Found it;Landesign;2007-03-05;23995217;G727719
GCHFFM;Found it;SaxonDogs;2007-02-03;23073615;G974750
GCHFFM;Found it;badahab;2007-01-27;22859187;G948738
GCHFFM;Found it;K-TEAM;2007-01-24;22798018;G30060
GCHFFM;Found it;cds231;2007-01-23;22780698;G645750
GCHFFM;Found it;midtowngirl;2007-01-11;22410035;G931005
GCHFFM;Found it;herrforce1;2007-01-03;22154489;G700418
GCHFFM;Found it;2_cats;2006-12-27;21838134;G610181
GCHFFM;Found it;JP Billy;2006-12-10;21424867;G534115
GCHFFM;Found it;Hid Pro Quo;2006-11-24;21073424;G34043
GCHFFM;Found it;dwilasnd;2006-11-23;20970043;G736037
GCHFFM;Found it;PirateBoys;2006-11-22;21142923;G391377
GCHFFM;Found it;Hammhock1;2006-11-17;20811106;G297467
GCHFFM;Found it;hgpilot3;2006-11-05;20538374;G705976
GCHFFM;Found it;bozzie;2006-10-23;20615510;G478726
GCHFFM;Found it;wilderness nuts;2006-10-23;20265474;G546840
GCHFFM;Didn't find it;kurteckelman;2006-10-22;20166347;G685899
GCHFFM;Found it;weddlecrew;2006-10-21;20088726;G866346
GCHFFM;Found it;Braddog;2006-10-08;19748677;G816297
GCHFFM;Found it;mlrfmly1;2006-10-02;19564958;G804387
GCHFFM;Found it;i8bugs;2006-09-30;19463831;G826129
GCHFFM;Found it;CIA_Guy;2006-09-29;19434591;G698143
GCHFFM;Found it;banda_cycle;2006-09-24;19291082;G837047
GCHFFM;Found it;dorrisfam;2006-09-11;19029854;G815356
GCHFFM;Found it;flatkatz;2006-09-09;18867730;G349821
GCHFFM;Found it;Pika Wants Cake;2006-09-09;18854193;G356972
GCHFFM;Found it;Eagle1977;2006-09-04;18757007;G730154
GCHFFM;Found it;blackjeep1989;2006-09-04;18699418;G692270
GCHFFM;Found it;abbysam1;2006-09-03;18743873;G680398
GCHFFM;Found it;poohbeartf77;2006-08-26;18422749;G726607
GCHFFM;Found it;bkwalker;2006-08-26;18399819;G758471
GCHFFM;Found it;TOOALANE;2006-08-26;18393774;G725878
